TICKER.EXCHANGECODE,TICKER,EXCHANGECODE,ASK,BID,AVG,SUPPLY,DEMAND,TRADED
SA.PP7D_CI1,SA,PP7D_CI1,,,9000.0,,,0.0
SA.PP30D_IC1,SA,PP30D_IC1,,,27500.0,,,0.0
SA.PP7D_IC1,SA,PP7D_IC1,,,27500.0,,,0.0
SA.PP30D_NC1,SA,PP30D_NC1,,,8000.0,,,0.0
SA.PP7D_NC1,SA,PP7D_NC1,,,8000.0,,,0.0
SA.PP30D_NC2,SA,PP30D_NC2,,,3395.0,,,0.0
SC.PP30D_AI1,SC,PP30D_AI1,,,846.9066979560938,,,213.0
SC.PP7D_AI1,SC,PP7D_AI1,,,897.7497043979813,,,198.0
SC.PP30D_CI1,SC,PP30D_CI1,,,846.442619954303,,,127.0
SNM.AI1,SNM,AI1,110000.0,100000.0,110000.0,12.0,40.0,13.0
HOG.CI1,HOG,CI1,7500.0,7000.0,8000.0,15.0,55.0,69.0
CBU.NC1,CBU,NC1,384000.0,370000.0,390000.0,107.0,20.0,
SC.PP30D_CI2,SC,PP30D_CI2,,,1410.0,,,0.0
SC.PP30D_NC2,SC,PP30D_NC2,,,975.0,,,0.0
SCB.PP30D_CI1,SCB,PP30D_CI1,,,50000.0,,,0.0
SCB.PP7D_CI1,SCB,PP7D_CI1,,,50000.0,,,0.0
SCB.PP30D_IC1,SCB,PP30D_IC1,,,100000.0,,,0.0
SCB.PP7D_IC1,SCB,PP7D_IC1,,,100000.0,,,0.0
ALO.NC2,ALO,NC2,240.0,,200.0,17144.0,0.0,20.0
ACS.CI2,ACS,CI2,,,74556.7,0.0,0.0,0.0
SCB.PP30D_NC1,SCB,PP30D_NC1,,,74000.0,,,0.0
AMM.NC2,AMM,NC2,100.0,90.0,90.0,3773.0,1914.0,1201.0
SCB.PP30D_UNIVERSE,SCB,PP30D_UNIVERSE,,,124666.66666666667,,,0.0
SCR.PP30D_CI1,SCR,PP30D_CI1,,,103.92717871051492,,,75.0
AUO.NC2,AUO,NC2,,,270.0,0.0,0.0,3.0
SCR.PP7D_CI1,SCR,PP7D_CI1,,,97.35307048150732,,,205.0
SCR.PP30D_IC1,SCR,PP30D_IC1,,,106.10120120120122,,,21.0
BRM.CI1,BRM,CI1,389.0,,163.12,9949.0,0.0,48.0
LI.NC2,LI,NC2,2190.0,,472.29,100.0,0.0,0.0
MFK.NC2,MFK,NC2,200.0,,200.0,934.0,0.0,20.0
MTC.NC1,MTC,NC1,369.0,0.5,369.0,1370.0,30.0,3.0
TA.CI2,TA,CI2,,8000.0,6462.43,0.0,50.0,0.0
TK.AI1,TK,AI1,45000.0,,40000.0,1.0,0.0,40.0
WAI.CI1,WAI,CI1,99000.0,95000.0,95000.0,80.0,78.0,3.0
SCR.PP7D_IC1,SCR,PP7D_IC1,,,95.11488372093024,,,61.0
SCR.PP30D_NC1,SCR,PP30D_NC1,,,185.61131063432833,,,69.0
SCR.PP7D_NC1,SCR,PP7D_NC1,,,154.28703208556152,,,53.0
SCR.PP30D_NC2,SCR,PP30D_NC2,,,150.0,,,0.0
SEN.PP30D_AI1,SEN,PP30D_AI1,,,822.6534420294272,,,5292.0
SEN.PP7D_AI1,SEN,PP7D_AI1,,,779.4481734396433,,,6665.0
SEN.PP30D_CI1,SEN,PP30D_CI1,,,796.257081926426,,,726.0
SEN.PP7D_CI1,SEN,PP7D_CI1,,,793.6175771971497,,,1203.0
SPT.PP30D_NC1,SPT,PP30D_NC1,,,1232.095,,,0.0
SPT.PP7D_NC1,SPT,PP7D_NC1,,,1340.0,,,0.0
SPT.PP30D_NC2,SPT,PP30D_NC2,,,189.0,,,0.0
SPT.PP7D_NC2,SPT,PP7D_NC2,,,189.0,,,0.0
BOR.AI1,BOR,AI1,450.0,315.0,449.71,26084.0,7755.0,12.0
COT.AI1,COT,AI1,3090.0,3000.0,3090.0,5317.0,1169.0,4.0
FF.CI1,FF,CI1,16.2,16.1,16.5,1251769.0,276093.0,1036.0
ALE.AI1,ALE,AI1,1400.0,1200.0,1400.0,14089.0,10493.0,45.0
H2O.AI1,H2O,AI1,40.0,39.9,40.0,2220269.0,2508941.0,3376.0
REP.CI1,REP,CI1,735.0,691.0,726.26,9103.0,1873.0,195.0
SEQ.PP30D_IC1,SEQ,PP30D_IC1,,,21000.0,,,0.0
SEQ.PP30D_NC1,SEQ,PP30D_NC1,,,20000.0,,,0.0
SFE.PP30D_CI1,SFE,PP30D_CI1,,,57940.972592592596,,,1.0
SFE.PP30D_CI2,SFE,PP30D_CI2,,,25126.79,,,0.0
SFE.PP30D_NC1,SFE,PP30D_NC1,,,57194.5388,,,1.0
MHL.CI2,MHL,CI2,,,2700.0,0.0,0.0,0.0
ALE.NC2,ALE,NC2,1380.0,1000.0,1380.0,1117.0,20.0,25.0
MGC.NC1,MGC,NC1,20000.0,,20000.0,100.0,0.0,2.0
LIT.CI2,LIT,CI2,,,13529.11,0.0,0.0,0.0
BRP.CI2,BRP,CI2,,,2656.76,0.0,0.0,0.0
ANZ.CI1,ANZ,CI1,,,70600.55,0.0,0.0,0.0
CCD.CI2,CCD,CI2,,,27557.34,0.0,0.0,0.0
CHA.IC1,CHA,IC1,120000.0,,12500.0,5.0,0.0,4.0
ENG.CI2,ENG,CI2,,,365225.56,0.0,0.0,0.0
GC.NC2,GC,NC2,399.0,,153.66,10.0,0.0,0.0
GIN.CI2,GIN,CI2,,,1990.0,0.0,0.0,5.0
SFE.PP30D_NC2,SFE,PP30D_NC2,,,25126.79,,,0.0
MSL.CI1,MSL,CI1,224000.0,100000.0,222000.0,2.0,1.0,1.0
OLF.CI1,OLF,CI1,2000.0,,2000.0,282.0,0.0,10.0
SFK.PP30D_AI1,SFK,PP30D_AI1,,,97.44316259423154,,,3689.0
TCS.NC2,TCS,NC2,,,2600.0,0.0,0.0,0.0
SFK.PP30D_CI1,SFK,PP30D_CI1,,,105.7928949501693,,,676.0
SFK.PP30D_CI2,SFK,PP30D_CI2,,,75.0,,,0.0
SFK.PP30D_IC1,SFK,PP30D_IC1,,,84.07530881207691,,,1077.0
SFK.PP30D_NC1,SFK,PP30D_NC1,,,79.22986507257566,,,9276.0
SFK.PP30D_NC2,SFK,PP30D_NC2,,,50.0,,,0.0
SFL.PP30D_AI1,SFL,PP30D_AI1,,,79000.0,,,0.0
SFL.PP7D_AI1,SFL,PP7D_AI1,,,79000.0,,,0.0
SFL.PP30D_CI1,SFL,PP30D_CI1,,,126520.83499999999,,,0.0
SFL.PP7D_CI1,SFL,PP7D_CI1,,,124000.0,,,0.0
SFL.PP30D_IC1,SFL,PP30D_IC1,,,147000.0,,,0.0
SFL.PP7D_IC1,SFL,PP7D_IC1,,,147000.0,,,0.0
SFL.PP30D_NC1,SFL,PP30D_NC1,,,95775.0,,,0.0
SFL.PP30D_UNIVERSE,SFL,PP30D_UNIVERSE,,,100431.94499999999,,,0.0
SI.PP30D_CI1,SI,PP30D_CI1,,,1900.8881065603478,,,445.0
SI.PP7D_CI1,SI,PP7D_CI1,,,2072.166187106918,,,545.0
SIO.PP30D_CI1,SIO,PP30D_CI1,,,105.9381363894247,,,1421.0
SIO.PP7D_CI1,SIO,PP7D_CI1,,,106.57614544948898,,,2055.0
TUB.CI2,TUB,CI2,270.0,,270.0,746.0,0.0,0.0
WCB.NC1,WCB,NC1,650000.0,500000.0,649000.0,21.0,2.0,2.0
SIO.PP30D_CI2,SIO,PP30D_CI2,,,140.0,,,0.0
SIO.PP30D_IC1,SIO,PP30D_IC1,,,130.6375670963993,,,2998.0
SIO.PP7D_NC1,SIO,PP7D_NC1,,,117.24802946975201,,,4130.0
SIL.PP30D_AI1,SIL,PP30D_AI1,,,2840.0,,,0.0
SIL.PP7D_AI1,SIL,PP7D_AI1,,,2840.0,,,2.0
SIL.PP30D_CI1,SIL,PP30D_CI1,,,1216.6885416666667,,,2.0
SIL.PP30D_IC1,SIL,PP30D_IC1,,,2447.5,,,0.0
SIL.PP30D_NC1,SIL,PP30D_NC1,,,3218.846153846154,,,3.0
SIL.PP7D_NC1,SIL,PP7D_NC1,,,3340.0,,,0.0
SIL.PP30D_NC2,SIL,PP30D_NC2,,,2262.06,,,0.0
SPT.PP30D_UNIVERSE,SPT,PP30D_UNIVERSE,,,814.8623375116063,,,35.0
MAG.NC1,MAG,NC1,250.0,170.0,299.0,3222.0,3100.0,23.0
KOM.IC1,KOM,IC1,790.0,741.0,790.0,49755.0,18262.0,1216.0
RCO.AI1,RCO,AI1,1100.0,920.0,1100.0,8946.0,1082.0,8.0
PSM.NC1,PSM,NC1,2440.0,2310.0,2413.89,4066.0,1583.0,20.0
MSL.NC1,MSL,NC1,195000.0,180000.0,195000.0,14.0,4.0,2.0
MAI.CI1,MAI,CI1,324.0,301.0,324.0,16607.0,6829.0,14.0
TC.CI1,TC,CI1,15000.0,2300.0,20000.0,24.0,41.0,5.0
LTA.NC1,LTA,NC1,4120.0,3650.0,4120.0,1944.0,1242.0,33.0
MGS.CI1,MGS,CI1,172.0,106.0,173.0,1924.0,5344.0,140.0
NL.AI1,NL,AI1,7780.0,6000.0,7790.0,1402.0,1792.0,2.0
SIO.PP30D_NC1,SIO,PP30D_NC1,,,114.76889789540502,,,2642.0
SIO.PP30D_NC2,SIO,PP30D_NC2,,,125.0,,,0.0
ROM.NC1,ROM,NC1,4290.0,3950.0,4290.0,2081.0,960.0,2.0
RE.PP30D_AI1,RE,PP30D_AI1,,,632.6,,,0.0
RE.PP7D_AI1,RE,PP7D_AI1,,,632.6,,,0.0
SIO.PP30D_UNIVERSE,SIO,PP30D_UNIVERSE,,,120.04114609014653,,,2862.0
SRD.PP30D_AI1,SRD,PP30D_AI1,,,74734.74757575757,,,2.0
SRD.PP7D_AI1,SRD,PP7D_AI1,,,76556.17,,,4.0
SRD.PP30D_CI1,SRD,PP30D_CI1,,,100000.0,,,0.0
SRD.PP7D_CI1,SRD,PP7D_CI1,,,100000.0,,,0.0
SRD.PP30D_IC1,SRD,PP30D_IC1,,,70000.0,,,63.0
SRD.PP7D_IC1,SRD,PP7D_IC1,,,70000.0,,,0.0
SRD.PP30D_NC1,SRD,PP30D_NC1,,,88561.8270967742,,,1.0
SRD.PP7D_NC1,SRD,PP7D_NC1,,,80000.0,,,0.0
SRD.PP30D_UNIVERSE,SRD,PP30D_UNIVERSE,,,70434.61085658344,,,16.0
SRP.PP30D_AI1,SRP,PP30D_AI1,,,19380.841746987953,,,16.0
SRP.PP7D_AI1,SRP,PP7D_AI1,,,19850.47,,,3.0
SRP.PP30D_CI1,SRP,PP30D_CI1,,,20000.0,,,0.0
NN.AI1,NN,AI1,59000.0,58000.0,59000.0,79.0,419.0,2.0
ANZ.NC1,ANZ,NC1,,,70600.55,0.0,0.0,0.0
WIN.CI2,WIN,CI2,15000.0,,10000.0,13.0,0.0,0.0
GNZ.CI1,GNZ,CI1,45000.0,,45000.0,6.0,0.0,82.0
F.NC1,F,NC1,2000.0,1600.0,2000.0,13416.0,407.0,50.0
HCB.CI1,HCB,CI1,3870000.0,1000000.0,3800000.0,3.0,2.0,
APT.CI2,APT,CI2,,,6935.35,0.0,0.0,0.0
VCB.NC2,VCB,NC2,,,327138.12,0.0,0.0,0.0
SRP.PP30D_CI2,SRP,PP30D_CI2,,,6950.53,,,0.0
SRP.PP30D_IC1,SRP,PP30D_IC1,,,6950.53,,,0.0
SRP.PP7D_IC1,SRP,PP7D_IC1,,,6950.53,,,0.0
SOI.PP30D_AI1,SOI,PP30D_AI1,,,651.9472495580436,,,438.0
MTC.IC1,MTC,IC1,,39.0,360.0,0.0,30.0,40.0
HCP.IC1,HCP,IC1,308.0,262.0,262.0,49552.0,34211.0,2.0
APT.AI1,APT,AI1,16500.0,12200.0,17000.0,731.0,200.0,15.0
RHP.CI1,RHP,CI1,4660.0,,4670.0,240.0,0.0,60.0
STR.IC1,STR,IC1,2900.0,2110.0,2900.0,3124.0,496.0,14.0
MFK.AI1,MFK,AI1,324.0,285.0,324.0,20083.0,125009.0,30.0
H.IC1,H,IC1,113.0,105.0,113.0,111575.0,144605.0,160.0
SAL.AI1,SAL,AI1,9880.0,9000.0,9414.73,211.0,393.0,4.0
VG.AI1,VG,AI1,2300.0,1830.0,2300.0,2684.0,4068.0,25.0
AWH.NC2,AWH,NC2,,,8377.23,0.0,0.0,0.0
HCB.NC1,HCB,NC1,4000000.0,,4000000.0,1.0,0.0,
TRN.CI2,TRN,CI2,,,600.0,0.0,0.0,0.0
TRN.IC1,TRN,IC1,444.0,376.0,444.0,21202.0,108558.0,1.0
VEG.CI2,VEG,CI2,,,180.0,0.0,0.0,20.0
ZR.NC2,ZR,NC2,15200.0,,5977.02,10.0,0.0,0.0
SI.IC1,SI,IC1,2100.0,1840.0,2100.0,2625.0,4856.0,91.0
FIM.AI1,FIM,AI1,2500.0,2010.0,2472.88,22710.0,7595.0,200.0
SC.AI1,SC,AI1,900.0,450.0,900.0,4952.0,2114.0,5.0
CLI.AI1,CLI,AI1,240.0,104.0,240.0,82358.0,13246.0,28.0
PCB.AI1,PCB,AI1,2450.0,2400.0,2426.49,4101.0,3565.0,55.0
MG.CI1,MG,CI1,89.0,80.0,89.0,63107.0,50980.0,2764.0
RE.PP30D_CI2,RE,PP30D_CI2,,,632.6,,,0.0
HSS.AI1,HSS,AI1,3200.0,2430.0,3200.0,3678.0,706.0,50.0
SNM.PP30D_CI1,SNM,PP30D_CI1,,,100000.0,,,0.0
ALG.AI1,ALG,AI1,280.0,251.0,257.1,41543.0,11112.0,28.0
MGS.NC1,MGS,NC1,248.0,177.0,177.0,15480.0,7890.0,23.0
RE.PP7D_CI2,RE,PP7D_CI2,,,632.6,,,0.0
CUO.NC2,CUO,NC2,600.0,,600.0,26.0,0.0,30.0
WM.CI1,WM,CI1,15000.0,11000.0,19000.0,9.0,2.0,5.0
RE.PP7D_IC1,RE,PP7D_IC1,,,632.6,,,0.0
SNM.PP7D_CI1,SNM,PP7D_CI1,,,100000.0,,,0.0
SF.CI2,SF,CI2,16.0,13.0,16.0,33215.0,1000.0,443.0
SNM.PP30D_CI2,SNM,PP30D_CI2,,,76472.27,,,0.0
SSC.PP30D_AI1,SSC,PP30D_AI1,,,515.3745475670727,,,458.0
SSC.PP7D_AI1,SSC,PP7D_AI1,,,506.2353733446041,,,507.0
SSC.PP30D_CI1,SSC,PP30D_CI1,,,607.4480485570317,,,211.0
CBS.AI1,CBS,AI1,44000.0,42000.0,42042.65,53.0,100.0,38.0
SSC.PP7D_CI1,SSC,PP7D_CI1,,,575.6119813921433,,,415.0
GEN.CI1,GEN,CI1,220000.0,,80000.0,7.0,0.0,3.0
RAT.NC2,RAT,NC2,165.0,145.0,165.0,7378.0,4297.0,200.0
AGS.NC1,AGS,NC1,599000.0,450000.0,599500.0,8.0,1.0,1.0
PSL.IC1,PSL,IC1,5310.0,3500.0,5303.75,780.0,82.0,47.0
HD.NC1,HD,NC1,2650.0,2000.0,2650.0,7563.0,900.0,57.0
WIN.IC1,WIN,IC1,6820.0,5900.0,6820.0,4974.0,1590.0,50.0
APT.CI1,APT,CI1,25000.0,,20000.0,43.0,0.0,9.0
GRN.NC1,GRN,NC1,350.0,345.0,350.0,57364.0,17928.0,4.0
ES.IC1,ES,IC1,1610.0,1120.0,1620.0,1459.0,850.0,32.0
GC.CI1,GC,CI1,349.0,250.0,349.0,2437.0,995.0,25.0
MFK.IC1,MFK,IC1,325.0,275.0,325.0,4673.0,118432.0,16.0
MSL.AI1,MSL,AI1,190000.0,160000.0,189000.0,12.0,3.0,1.0
TIO.NC1,TIO,NC1,240.0,180.0,201.77,64093.0,18400.0,1000.0
TRU.IC1,TRU,IC1,588.0,425.0,583.45,9937.0,7427.0,82.0
ALO.IC1,ALO,IC1,170.0,90.0,170.0,28084.0,2200.0,510.0
TI.AI1,TI,AI1,2700.0,2410.0,2618.31,8437.0,21010.0,220.0
CUO.CI1,CUO,CI1,499.0,230.0,429.47,1199.0,2667.0,100.0
BSE.CI1,BSE,CI1,1880.0,1810.0,1880.0,631.0,1984.0,56.0
RAT.IC1,RAT,IC1,159.0,158.0,158.0,512304.0,668085.0,7250.0
HTE.IC1,HTE,IC1,5000000.0,,4000000.0,1.0,0.0,0.0
BSE.CI2,BSE,CI2,,1600.0,1600.0,0.0,138.0,20.0
CU.NC2,CU,NC2,2250.0,,2250.0,8.0,0.0,0.0
ATP.CI1,ATP,CI1,,,30000.0,0.0,0.0,10.0
BE.CI2,BE,CI2,2900.0,,2900.0,142.0,0.0,0.0
BE.NC2,BE,NC2,1700.0,,1700.0,18.0,0.0,0.0
BND.NC2,BND,NC2,,,500.0,0.0,0.0,0.0
CBS.NC2,CBS,NC2,43000.0,,17911.1,10.0,0.0,0.0
LIT.NC1,LIT,NC1,18600.0,,18900.0,296.0,0.0,1.0
FFC.CI1,FFC,CI1,280000.0,250000.0,240000.0,6.0,101.0,1.0
RSI.IC1,RSI,IC1,1000.0,,1000.0,1792.0,0.0,23.0
CU.AI1,CU,AI1,1980.0,1610.0,1980.0,14832.0,3667.0,10.0
SU.PP30D_NC2,SU,PP30D_NC2,,,110719.97,,,0.0
ZIR.IC1,ZIR,IC1,997.0,550.0,696.0,1510.0,50.0,14.0
NE.IC1,NE,IC1,216.0,200.0,216.0,115986.0,3448.0,100.0
RE.PP30D_IC1,RE,PP30D_IC1,,,632.6,,,0.0
RE.PP30D_NC1,RE,PP30D_NC1,,,632.6,,,0.0
RE.PP7D_NC1,RE,PP7D_NC1,,,632.6,,,0.0
RE.PP30D_NC2,RE,PP30D_NC2,,,632.6,,,0.0
SU.PP30D_UNIVERSE,SU,PP30D_UNIVERSE,,,271354.17,,,0.0
SUN.PP30D_AI1,SUN,PP30D_AI1,,,616.4609933465625,,,553.0
SUN.PP30D_CI1,SUN,PP30D_CI1,,,624.1235384615385,,,42.0
SUN.PP30D_IC1,SUN,PP30D_IC1,,,631.1378969505784,,,61.0
SUN.PP7D_IC1,SUN,PP7D_IC1,,,642.3716379310346,,,66.0
ATP.CI2,ATP,CI2,,,12361.0,0.0,0.0,0.0
SUN.PP30D_NC1,SUN,PP30D_NC1,,,639.9874200314629,,,123.0
SUN.PP7D_NC1,SUN,PP7D_NC1,,,653.8033333333334,,,120.0
TA.PP30D_AI1,TA,PP30D_AI1,,,9861.792446153846,,,21.0
TA.PP30D_CI1,TA,PP30D_CI1,,,10306.160557768926,,,8.0
TA.PP7D_CI1,TA,PP7D_CI1,,,10063.66913265306,,,28.0
TA.PP30D_IC1,TA,PP30D_IC1,,,9749.417677261614,,,26.0
TA.PP7D_IC1,TA,PP7D_IC1,,,9789.85,,,0.0
TA.PP30D_NC1,TA,PP30D_NC1,,,10765.607218114601,,,35.0
TA.PP7D_NC1,TA,PP7D_NC1,,,11935.033263157895,,,41.0
TA.PP30D_NC2,TA,PP30D_NC2,,,6462.43,,,0.0
TAI.PP30D_AI1,TAI,PP30D_AI1,,,701.2094887525562,,,63.0
TAI.PP7D_AI1,TAI,PP7D_AI1,,,670.2612432432431,,,53.0
TAI.PP30D_CI1,TAI,PP30D_CI1,,,616.665,,,0.0
ENG.AI1,ENG,AI1,1100000.0,850000.0,1100000.0,4.0,1.0,1.0
TRN.NC1,TRN,NC1,470.0,424.0,473.77,21570.0,110015.0,3.0
CAF.AI1,CAF,AI1,1300.0,1200.0,1200.0,7132.0,827.0,10.0
HMS.AI1,HMS,AI1,1940.0,1470.0,1937.21,13004.0,3852.0,28.0
RCO.NC1,RCO,NC1,1260.0,1200.0,1260.0,5485.0,2684.0,12.0
EPO.CI1,EPO,CI1,167.0,161.0,165.0,176150.0,137030.0,650.0
PSS.IC1,PSS,IC1,1400.0,1000.0,1000.0,38.0,1527.0,1092.0
SP.AI1,SP,AI1,2800.0,2700.0,2510.0,24511.0,564.0,60.0
HE.NC1,HE,NC1,133.0,88.2,133.0,275128.0,135654.0,404.0
CBL.CI1,CBL,CI1,95000.0,91000.0,91000.0,7.0,100.0,4.0
RTA.CI2,RTA,CI2,17300.0,,17300.0,4.0,0.0,0.0
BGO.IC1,BGO,IC1,2300.0,2010.0,2390.0,1492.0,350.0,20.0
RED.AI1,RED,AI1,70000.0,60000.0,60000.0,10.0,100.0,3.0
BGS.NC1,BGS,NC1,200000.0,,200000.0,6.0,0.0,1.0
LCR.IC1,LCR,IC1,,,1800.0,0.0,0.0,5.0
BFR.CI1,BFR,CI1,5800.0,,6000.0,26.0,0.0,10.0
BSU.IC1,BSU,IC1,,,555194.0,0.0,0.0,
CA.IC1,CA,IC1,950.0,949.0,950.0,949.0,170.0,1.0
LSL.AI1,LSL,AI1,497000.0,,415000.0,3.0,0.0,1.0
RCO.CI2,RCO,CI2,,,600.0,0.0,0.0,180.0
RG.IC1,RG,IC1,1150.0,1050.0,1150.0,7391.0,900.0,30.0
RSH.IC1,RSH,IC1,39000.0,25000.0,43000.0,148.0,100.0,0.0
RSH.NC2,RSH,NC2,40000.0,,17252.72,38.0,0.0,0.0
IMM.NC1,IMM,NC1,110000.0,100000.0,110000.0,21.0,8.0,11.0
WIN.CI1,WIN,CI1,6000.0,5550.0,5997.38,1205.0,1300.0,290.0
ALO.PP30D_NC2,ALO,PP30D_NC2,,,200.0,,,0.0
BND.PP7D_AI1,BND,PP7D_AI1,,,225.0,,,0.0
H2O.PP30D_UNIVERSE,H2O,PP30D_UNIVERSE,,,39.763107444158884,,,91059.0
SOI.PP30D_NC1,SOI,PP30D_NC1,,,480.1636345169416,,,397.0
HYR.PP30D_NC2,HYR,PP30D_NC2,,,1389100.25,,,0.0
RE.PP30D_UNIVERSE,RE,PP30D_UNIVERSE,,,0.0,,,0.0
RE.PP7D_UNIVERSE,RE,PP7D_UNIVERSE,,,0.0,,,0.0
SUD.PP30D_IC1,SUD,PP30D_IC1,,,100000.0,,,0.0
SUD.PP7D_IC1,SUD,PP7D_IC1,,,100000.0,,,0.0
SUD.PP30D_NC1,SUD,PP30D_NC1,,,83000.0,,,0.0
SUD.PP30D_NC2,SUD,PP30D_NC2,,,37925.1,,,0.0
SUD.PP7D_NC2,SUD,PP7D_NC2,,,37925.1,,,0.0
SUD.PP30D_UNIVERSE,SUD,PP30D_UNIVERSE,,,120213.54,,,0.0
SWF.PP30D_AI1,SWF,PP30D_AI1,,,184.96930373638494,,,3977.0
SWF.PP7D_AI1,SWF,PP7D_AI1,,,175.61271228862705,,,4680.0
SWF.PP30D_CI1,SWF,PP30D_CI1,,,194.39358953393295,,,197.0
SWF.PP7D_CI1,SWF,PP7D_CI1,,,175.71725817675713,,,205.0
SWF.PP30D_CI2,SWF,PP30D_CI2,,,80.22,,,0.0
SWF.PP30D_IC1,SWF,PP30D_IC1,,,205.357662199532,,,152.0
SWF.PP7D_IC1,SWF,PP7D_IC1,,,193.10275862068963,,,4.0
SWF.PP30D_NC1,SWF,PP30D_NC1,,,194.05183735447952,,,956.0
SWF.PP7D_NC1,SWF,PP7D_NC1,,,193.04822885990745,,,340.0
SWF.PP30D_NC2,SWF,PP30D_NC2,,,110.0,,,0.0
TAC.PP30D_AI1,TAC,PP30D_AI1,,,91458.33,,,0.0
TAC.PP7D_AI1,TAC,PP7D_AI1,,,91458.33,,,0.0
TAC.PP30D_CI1,TAC,PP30D_CI1,,,500000.0,,,0.0
TAC.PP7D_CI1,TAC,PP7D_CI1,,,500000.0,,,0.0
TAC.PP30D_CI2,TAC,PP30D_CI2,,,91458.33,,,0.0
TC.PP30D_AI1,TC,PP30D_AI1,,,8008.213279411765,,,22.0
TC.PP7D_AI1,TC,PP7D_AI1,,,7500.0,,,0.0
TC.PP30D_CI1,TC,PP30D_CI1,,,10150.459636363637,,,2.0
RTA.NC1,RTA,NC1,15000.0,14000.0,14000.0,1253.0,25972.0,6.0
RSE.NC1,RSE,NC1,25100.0,25000.0,25778.13,589.0,1109.0,14.0
BGO.NC1,BGO,NC1,2340.0,2230.0,2230.0,5727.0,5039.0,25.0
PIB.NC1,PIB,NC1,700.0,150.0,700.0,2451.0,100.0,22.0
AMM.AI1,AMM,AI1,150.0,120.0,142.0,23865.0,11542.0,1050.0
ALE.NC1,ALE,NC1,1290.0,1210.0,1290.0,21048.0,6923.0,73.0
SCN.NC1,SCN,NC1,2440.0,2120.0,2440.0,4058.0,2301.0,14.0
HMS.IC1,HMS,IC1,2100.0,1600.0,2100.0,9541.0,1477.0,123.0
BAC.AI1,BAC,AI1,2050.0,1500.0,1867.73,4692.0,450.0,10.0
BLE.NC2,BLE,NC2,,,1800.16,0.0,0.0,0.0
TCO.CI1,TCO,CI1,500.0,400.0,1000.0,404.0,409.0,10.0
GC.IC1,GC,IC1,375.0,280.0,293.49,3404.0,1886.0,180.0
MGC.AI1,MGC,AI1,16000.0,,16000.0,111.0,0.0,1.0
HPC.AI1,HPC,AI1,27000.0,25000.0,26000.0,30.0,10.0,6.0
BPT.IC1,BPT,IC1,,,8000.0,0.0,0.0,33.0
CBM.AI1,CBM,AI1,72000.0,66000.0,70000.0,50.0,140.0,5.0
HSS.NC2,HSS,NC2,2400.0,,2000.0,290.0,0.0,19.0
LFP.CI2,LFP,CI2,,,7366.35,0.0,0.0,0.0
MFL.AI1,MFL,AI1,237000.0,,237000.0,3.0,0.0,6.0
NG.NC2,NG,NC2,930.0,,780.81,60.0,0.0,0.0
PFE.CI1,PFE,CI1,1090.0,450.0,450.0,25.0,520.0,164.0
RDS.AI1,RDS,AI1,,,310000.0,0.0,0.0,1.0
TS.AI1,TS,AI1,496.0,387.0,155.0,5723.0,494.0,2.0
BWS.NC1,BWS,NC1,24000.0,20000.0,24000.0,988.0,246.0,2.0
MCG.NC1,MCG,NC1,37.0,35.0,38.8,7654.0,183567.0,4180.0
SDM.PP30D_AI1,SDM,PP30D_AI1,,,1106540.75,,,0.0
RDE.NC1,RDE,NC1,33400.0,28200.0,28200.0,1060.0,532.0,9.0
SDM.PP7D_AI1,SDM,PP7D_AI1,,,1106540.75,,,0.0
PE.CI1,PE,CI1,9.44,9.2,9.2,2550893.0,1821622.0,7500.0
TA.CI1,TA,CI1,13000.0,8000.0,9767.7,219.0,16.0,4.0
H2O.PP7D_UNIVERSE,H2O,PP7D_UNIVERSE,,,39.66984571735086,,,83293.0
RCO.PP7D_AI1,RCO,PP7D_AI1,,,1078.1029189992003,,,1250.0
SDM.PP7D_CI1,SDM,PP7D_CI1,,,1106540.75,,,0.0
SUD.PP30D_CI2,SUD,PP30D_CI2,,,37925.1,,,0.0
SUD.PP7D_NC1,SUD,PP7D_NC1,,,83000.0,,,0.0
TCU.PP30D_UNIVERSE,TCU,PP30D_UNIVERSE,,,161444.44444444444,,,0.0
THP.PP30D_AI1,THP,PP30D_AI1,,,4813.216602787456,,,37.0
THP.PP7D_AI1,THP,PP7D_AI1,,,4900.0,,,22.0
THP.PP30D_CI1,THP,PP30D_CI1,,,4719.503952662722,,,55.0
THP.PP7D_CI1,THP,PP7D_CI1,,,4800.0,,,0.0
THP.PP30D_CI2,THP,PP30D_CI2,,,2398.5,,,0.0
THP.PP30D_IC1,THP,PP30D_IC1,,,4576.128904593639,,,9.0
THP.PP7D_IC1,THP,PP7D_IC1,,,4598.325165562914,,,22.0
THP.PP30D_NC1,THP,PP30D_NC1,,,6165.097500000001,,,53.0
THP.PP30D_NC2,THP,PP30D_NC2,,,2398.5,,,0.0
TIO.PP30D_CI1,TIO,PP30D_CI1,,,243.98848289874698,,,191.0
TIO.PP7D_CI1,TIO,PP7D_CI1,,,216.88488324873097,,,281.0
TIO.PP30D_CI2,TIO,PP30D_CI2,,,330.0,,,0.0
TIO.PP7D_CI2,TIO,PP7D_CI2,,,330.0,,,0.0
TIO.PP30D_IC1,TIO,PP30D_IC1,,,253.80910327595782,,,116.0
TIO.PP7D_IC1,TIO,PP7D_IC1,,,258.90156276326877,,,339.0
